"order_id","customer_id","order_date","channel","product_name","qty","revenue","refund_flag","promo_used","is_subscription","shipping_cost","discount_amount","net_revenue","is_repeat","retention_method","join_date","complaint_id","issue","rating","review_text","date_traffic","source_traffic","visitors"
"O0438","C527","2025-03-07","GoFood","BerryBoost","2","90000","0","Diskon20%","1","10000","18000.0","72000.0","0","subscription","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0439","C551","2025-03-10","Website","BerryBoost","1","45000","0","FreeOngkir","0","5000","0.0","45000.0","0","none","2024-11-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0440","C211","2025-03-10","GrabFood","TropicalCleanse","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","subscription","2024-12-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0441","C471","2025-02-12","Website","BerryBoost","1","35000","0","Diskon20%","0","10000","7000.0","28000.0","1","none","2024-12-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0442","C265","2025-02-22","Website","TropicalCleanse","2","80000","0","Diskon10%","0","5000","8000.0","72000.0","1","discount","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0443","C657","2025-03-21","Website","TropicalCleanse","3","105000","0","FreeOngkir","1","5000","0.0","105000.0","1","discount","2024-12-28",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL
"O0444","C297","2025-03-29","Website","BerryBoost","2","80000","0","-","0","10000","0.0","80000.0","0","discount","2024-12-17",NULL,NULL,"4","Gak enak",NULL,NULL,NULL
"O0445","C547","2025-01-29","Website","GreenJuice","3","120000","1","FreeOngkir","0","15000","0.0","120000.0","0","discount","2024-11-06",NULL,NULL,"1","Seger pol!",NULL,NULL,NULL
"O0446","C012","2025-03-12","GrabFood","BerryBoost","1","35000","0","Diskon20%","0","5000","7000.0","28000.0","1","none","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0447","C313","2025-01-27","GrabFood","TropicalCleanse","2","70000","0","Diskon20%","0","10000","14000.0","56000.0","0","subscription","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0448","C189","2025-01-29","GoFood","GreenJuice","1","35000","0","-","1","20000","0.0","35000.0","0","discount","2024-12-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0449","C661","2025-03-12","Website","TropicalCleanse","1","40000","0","-","0","15000","0.0","40000.0","0","none","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0450","C366","2025-01-17","GoFood","BerryBoost","1","40000","0","FreeTrial","0","20000","0.0","40000.0","0","discount","2024-11-17","CMP0022",NULL,NULL,NULL,NULL,NULL,NULL
"O0451","C337","2025-03-20","GoFood","TropicalCleanse","3","105000","0","Diskon10%","0","20000","10500.0","94500.0","1","subscription","2024-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0452","C173","2025-01-01","Website","BerryBoost","3","135000","0","FreeOngkir","0","15000","0.0","135000.0","1","discount","2024-11-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0453","C492","2025-03-01","GoFood","GreenJuice","2","90000","0","Diskon20%","0","15000","18000.0","72000.0","1","none","2024-12-07",NULL,NULL,"2","Kemasan oke",NULL,NULL,NULL
"O0454","C144","2025-03-10","Website","TropicalCleanse","3","105000","0","-","1","5000","0.0","105000.0","1","subscription","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0455","C596","2025-03-16","GoFood","TropicalCleanse","1","35000","0","Diskon20%","1","20000","7000.0","28000.0","0","subscription","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0456","C670","2025-01-20","Website","BerryBoost","3","135000","0","FreeOngkir","0","5000","0.0","135000.0","1","subscription","2024-11-15",NULL,NULL,"4","Puas banget!",NULL,NULL,NULL
"O0457","C407","2025-02-16","GoFood","TropicalCleanse","1","45000","0","-","0","10000","0.0","45000.0","1","subscription","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0458","C184","2025-03-14","Gym","TropicalCleanse","1","45000","0","FreeTrial","0","20000","0.0","45000.0","0","none","2024-11-23",NULL,NULL,"5","Rekomended!",NULL,NULL,NULL
"O0459","C238","2025-01-09","Website","BerryBoost","1","45000","0","FreeTrial","0","20000","0.0","45000.0","1","discount","2024-12-04",NULL,NULL,"3","Rekomended!",NULL,NULL,NULL
"O0460","C466","2025-01-06","Website","TropicalCleanse","2","70000","0","Diskon20%","1","15000","14000.0","56000.0","0","none","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0461","C593","2025-03-11","GoFood","GreenJuice","3","120000","0","-","1","15000","0.0","120000.0","0","none","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0462","C386","2025-01-29","GoFood","GreenJuice","2","80000","0","-","0","10000","0.0","80000.0","1","discount","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0463","C451","2025-01-22","Website","TropicalCleanse","3","120000","0","FreeOngkir","0","5000","0.0","120000.0","1","none","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0464","C677","2025-01-30","GoFood","GreenJuice","3","105000","0","Diskon10%","0","10000","10500.0","94500.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0465","C663","2025-02-22","Website","BerryBoost","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","discount","2024-12-04","CMP0019",NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0466","C058","2025-01-22","Website","BerryBoost","3","120000","0","Diskon20%","0","15000","24000.0","96000.0","1","none","2024-11-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0467","C088","2025-01-28","GoFood","GreenJuice","2","70000","0","Diskon10%","0","10000","7000.0","63000.0","1","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0468","C639","2025-03-26","GoFood","BerryBoost","3","135000","0","Diskon10%","0","10000","13500.0","121500.0","1","discount","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0469","C388","2025-02-19","Website","BerryBoost","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","0","subscription","2024-12-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0470","C621","2025-01-13","Website","TropicalCleanse","3","105000","0","Diskon20%","1","5000","21000.0","84000.0","1","none","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0471","C494","2025-03-26","Website","TropicalCleanse","3","105000","0","-","0","20000","0.0","105000.0","1","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0472","C380","2025-01-06","GoFood","GreenJuice","1","40000","0","Diskon10%","0","5000","4000.0","36000.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0473","C436","2025-01-18","Website","BerryBoost","1","40000","0","Diskon20%","0","5000","8000.0","32000.0","0","none","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0474","C008","2025-03-15","GoFood","TropicalCleanse","1","40000","0","-","0","15000","0.0","40000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0475","C110","2025-01-20","GoFood","TropicalCleanse","2","80000","0","Diskon10%","0","15000","8000.0","72000.0","0","discount","2024-11-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0476","C697","2025-02-20","GrabFood","GreenJuice","3","135000","0","Diskon10%","0","15000","13500.0","121500.0","0","discount","2024-12-19",NULL,NULL,"3","Rekomended!",NULL,NULL,NULL
"O0477","C315","2025-03-15","Website","TropicalCleanse","2","90000","0","-","0","10000","0.0","90000.0","0","none","2024-11-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0478","C458","2025-03-31","Gym","BerryBoost","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","1","none","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0479","C165","2025-02-19","Gym","BerryBoost","1","35000","0","Diskon20%","0","15000","7000.0","28000.0","0","none","2024-11-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0480","C228","2025-02-17","Website","BerryBoost","3","120000","0","Diskon10%","0","15000","12000.0","108000.0","0","discount","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0481","C612","2025-01-08","Gym","BerryBoost","3","120000","0","FreeOngkir","0","15000","0.0","120000.0","0","none","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0482","C200","2025-01-05","GrabFood","TropicalCleanse","3","135000","0","FreeOngkir","0","10000","0.0","135000.0","0","discount","2024-12-04",NULL,NULL,"2","Enak dan segar!",NULL,NULL,NULL
"O0483","C671","2025-01-01","Gym","BerryBoost","2","80000","0","Diskon10%","0","5000","8000.0","72000.0","1","subscription","2024-12-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0484","C071","2025-01-12","GoFood","TropicalCleanse","3","135000","0","FreeTrial","0","10000","0.0","135000.0","1","none","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0485","C466","2025-02-21","GoFood","GreenJuice","1","40000","0","Diskon20%","0","15000","8000.0","32000.0","0","none","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0486","C120","2025-03-07","Gym","TropicalCleanse","3","120000","0","FreeTrial","0","10000","0.0","120000.0","0","discount","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0487","C348","2025-02-28","GoFood","TropicalCleanse","1","40000","0","FreeOngkir","0","10000","0.0","40000.0","1","subscription","2024-12-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0488","C694","2025-03-31","Website","GreenJuice","2","80000","0","FreeOngkir","1","10000","0.0","80000.0","0","subscription","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0489","C295","2025-01-12","Website","TropicalCleanse","2","70000","0","FreeOngkir","0","10000","0.0","70000.0","0","none","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0490","C588","2025-02-04","Website","TropicalCleanse","3","105000","0","FreeOngkir","1","15000","0.0","105000.0","0","subscription","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0491","C212","2025-01-30","Website","BerryBoost","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0492","C629","2025-01-01","GrabFood","TropicalCleanse","1","40000","0","Diskon10%","1","15000","4000.0","36000.0","1","subscription","2024-11-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0493","C503","2025-01-24","Gym","TropicalCleanse","2","80000","0","Diskon20%","0","20000","16000.0","64000.0","0","discount","2024-11-29",NULL,NULL,"5","Kemasan oke",NULL,NULL,NULL
"O0494","C490","2025-03-11","Website","GreenJuice","2","90000","0","Diskon10%","0","20000","9000.0","81000.0","0","none","2024-11-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0495","C324","2025-03-30","Website","TropicalCleanse","1","40000","0","Diskon10%","0","15000","4000.0","36000.0","1","subscription","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0496","C192","2025-03-12","Website","GreenJuice","2","90000","0","FreeOngkir","0","20000","0.0","90000.0","0","none","2024-11-14",NULL,NULL,"4","Puas banget!",NULL,NULL,NULL
"O0497","C382","2025-02-16","GrabFood","GreenJuice","2","70000","0","FreeTrial","0","5000","0.0","70000.0","0","discount","2024-11-24",NULL,NULL,"3","Kemasan oke",NULL,NULL,NULL
"O0498","C277","2025-01-31","GoFood","GreenJuice","1","35000","0","-","0","5000","0.0","35000.0","1","discount","2024-11-16",NULL,NULL,"4","Terlambat datang",NULL,NULL,NULL
"O0499","C181","2025-02-23","GoFood","TropicalCleanse","3","135000","0","-","0","5000","0.0","135000.0","1","subscription","2024-12-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0500","C408","2025-01-13","GoFood","BerryBoost","1","40000","0","Diskon20%","0","15000","8000.0","32000.0","0","discount","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0501","C267","2025-02-16","Website","TropicalCleanse","2","80000","0","FreeOngkir","1","10000","0.0","80000.0","0","none","2024-12-12",NULL,NULL,"5","Kemasan oke",NULL,NULL,NULL
"O0502","C591","2025-03-15","GoFood","TropicalCleanse","1","40000","0","-","0","20000","0.0","40000.0","0","none","2024-11-02",NULL,NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0503","C081","2025-02-18","GoFood","GreenJuice","3","105000","0","Diskon20%","1","20000","21000.0","84000.0","0","subscription","2024-11-17",NULL,NULL,"2","Enak dan segar!",NULL,NULL,NULL
"O0504","C647","2025-03-20","GoFood","BerryBoost","1","35000","0","Diskon10%","0","15000","3500.0","31500.0","0","none","2024-12-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0505","C620","2025-03-24","Website","GreenJuice","2","90000","0","FreeTrial","0","10000","0.0","90000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0506","C024","2025-01-17","GrabFood","TropicalCleanse","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","discount","2024-12-21","CMP0033",NULL,"3","Puas banget!",NULL,NULL,NULL
"O0507","C098","2025-01-09","Gym","GreenJuice","3","105000","0","Diskon10%","1","5000","10500.0","94500.0","0","subscription","2024-11-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0508","C107","2025-02-03","GoFood","BerryBoost","3","120000","0","FreeOngkir","0","10000","0.0","120000.0","0","subscription","2024-11-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0509","C135","2025-03-09","GrabFood","BerryBoost","1","45000","0","FreeTrial","1","20000","0.0","45000.0","1","subscription","2024-11-19",NULL,NULL,"4","Sesuai deskripsi",NULL,NULL,NULL
"O0510","C554","2025-02-04","GoFood","BerryBoost","3","135000","0","Diskon20%","0","20000","27000.0","108000.0","0","subscription","2024-11-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0511","C537","2025-03-23","GoFood","GreenJuice","2","80000","0","-","0","15000","0.0","80000.0","0","subscription","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0512","C423","2025-02-03","Website","BerryBoost","1","45000","0","-","0","20000","0.0","45000.0","0","subscription","2024-12-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0513","C548","2025-01-02","GoFood","GreenJuice","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","1","subscription","2024-11-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0514","C008","2025-03-12","Website","GreenJuice","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0515","C388","2025-01-29","Website","GreenJuice","3","105000","0","-","0","15000","0.0","105000.0","0","subscription","2024-12-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0516","C292","2025-03-25","GrabFood","GreenJuice","2","70000","0","FreeOngkir","0","20000","0.0","70000.0","0","subscription","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0517","C633","2025-02-27","Website","TropicalCleanse","2","70000","0","FreeOngkir","1","5000","0.0","70000.0","1","subscription","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0518","C191","2025-01-14","Website","BerryBoost","3","120000","0","FreeOngkir","0","20000","0.0","120000.0","0","discount","2024-12-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0519","C223","2025-02-13","GoFood","GreenJuice","2","80000","0","FreeOngkir","0","10000","0.0","80000.0","0","subscription","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0520","C058","2025-02-04","GrabFood","BerryBoost","3","120000","0","-","0","20000","0.0","120000.0","1","none","2024-11-26",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL
"O0521","C013","2025-01-16","Gym","TropicalCleanse","1","40000","0","Diskon10%","1","5000","4000.0","36000.0","0","none","2024-12-21","CMP0024",NULL,NULL,NULL,NULL,NULL,NULL
"O0522","C204","2025-02-28","GrabFood","BerryBoost","3","135000","1","Diskon10%","0","15000","13500.0","121500.0","0","subscription","2024-11-16","CMP0010",NULL,NULL,NULL,NULL,NULL,NULL
"O0523","C331","2025-01-21","GoFood","BerryBoost","3","135000","0","FreeOngkir","0","10000","0.0","135000.0","1","discount","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0524","C370","2025-01-07","GrabFood","BerryBoost","1","35000","0","Diskon10%","0","15000","3500.0","31500.0","0","none","2024-11-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0525","C599","2025-01-16","Website","BerryBoost","1","35000","0","-","0","10000","0.0","35000.0","1","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0526","C381","2025-01-12","Website","GreenJuice","1","45000","0","FreeTrial","1","5000","0.0","45000.0","1","discount","2024-11-18",NULL,NULL,"5","Gak enak",NULL,NULL,NULL
"O0527","C062","2025-02-15","GoFood","TropicalCleanse","3","105000","0","FreeOngkir","1","15000","0.0","105000.0","0","discount","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0528","C450","2025-01-25","Website","GreenJuice","2","90000","0","-","0","20000","0.0","90000.0","1","subscription","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0529","C573","2025-02-07","GoFood","GreenJuice","1","45000","0","Diskon10%","1","15000","4500.0","40500.0","1","discount","2024-11-02",NULL,NULL,"3","Botol bocor",NULL,NULL,NULL
"O0530","C614","2025-03-12","Website","TropicalCleanse","1","40000","0","FreeOngkir","0","5000","0.0","40000.0","0","none","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0531","C654","2025-03-06","Website","BerryBoost","1","45000","0","-","0","5000","0.0","45000.0","0","discount","2024-11-15","CMP0037",NULL,NULL,NULL,NULL,NULL,NULL
"O0532","C675","2025-03-10","GrabFood","BerryBoost","3","135000","0","Diskon20%","0","15000","27000.0","108000.0","0","subscription","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0533","C420","2025-03-24","Website","BerryBoost","3","135000","0","-","0","5000","0.0","135000.0","1","subscription","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0534","C207","2025-01-14","GoFood","BerryBoost","1","45000","0","Diskon10%","0","15000","4500.0","40500.0","0","subscription","2024-11-06",NULL,NULL,"2","Kurang manis",NULL,NULL,NULL
"O0535","C051","2025-02-16","Website","TropicalCleanse","1","35000","0","FreeOngkir","0","5000","0.0","35000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0536","C480","2025-03-23","Website","TropicalCleanse","3","120000","0","-","0","15000","0.0","120000.0","0","none","2024-12-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0537","C542","2025-01-06","GrabFood","GreenJuice","1","35000","1","FreeOngkir","1","20000","0.0","35000.0","0","none","2024-12-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0538","C195","2025-01-25","GoFood","BerryBoost","3","135000","0","Diskon20%","0","5000","27000.0","108000.0","0","subscription","2024-12-12","CMP0039",NULL,NULL,NULL,NULL,NULL,NULL
"O0539","C654","2025-03-15","Website","GreenJuice","3","135000","0","FreeOngkir","1","20000","0.0","135000.0","0","discount","2024-11-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0540","C517","2025-02-13","GoFood","TropicalCleanse","3","120000","0","FreeTrial","0","15000","0.0","120000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0541","C381","2025-02-22","GrabFood","GreenJuice","3","120000","0","Diskon20%","0","15000","24000.0","96000.0","1","discount","2024-11-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0542","C369","2025-02-27","GoFood","GreenJuice","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","1","subscription","2024-12-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0543","C310","2025-01-01","Website","BerryBoost","1","40000","0","-","0","15000","0.0","40000.0","0","subscription","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0544","C567","2025-03-07","GoFood","TropicalCleanse","1","35000","0","Diskon10%","0","15000","3500.0","31500.0","1","subscription","2024-11-17",NULL,NULL,"5","Gak enak",NULL,NULL,NULL
"O0545","C597","2025-02-01","Website","GreenJuice","1","45000","0","FreeTrial","1","15000","0.0","45000.0","0","discount","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0546","C495","2025-01-23","GoFood","TropicalCleanse","3","135000","0","FreeOngkir","0","5000","0.0","135000.0","0","discount","2024-11-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0547","C591","2025-02-18","Website","BerryBoost","2","80000","0","Diskon10%","1","5000","8000.0","72000.0","0","none","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0548","C233","2025-03-25","GrabFood","BerryBoost","3","135000","0","Diskon10%","0","10000","13500.0","121500.0","1","none","2024-12-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0549","C335","2025-03-06","GoFood","BerryBoost","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","0","discount","2024-11-29",NULL,NULL,"5","Puas banget!",NULL,NULL,NULL
"O0550","C228","2025-02-25","Website","GreenJuice","1","35000","0","Diskon10%","1","20000","3500.0","31500.0","0","discount","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0551","C269","2025-01-11","Website","GreenJuice","3","105000","0","Diskon10%","0","20000","10500.0","94500.0","0","none","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0552","C668","2025-03-15","Website","TropicalCleanse","3","135000","0","FreeOngkir","1","15000","0.0","135000.0","0","none","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0553","C590","2025-01-12","Website","GreenJuice","2","80000","0","Diskon10%","0","5000","8000.0","72000.0","0","discount","2024-11-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0554","C313","2025-01-22","Gym","TropicalCleanse","2","90000","0","FreeOngkir","1","10000","0.0","90000.0","0","subscription","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0555","C383","2025-01-20","GrabFood","BerryBoost","1","45000","0","FreeTrial","1","15000","0.0","45000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0556","C015","2025-02-13","GoFood","BerryBoost","2","80000","0","Diskon10%","1","10000","8000.0","72000.0","1","discount","2024-12-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0557","C209","2025-03-11","GoFood","GreenJuice","3","120000","0","FreeTrial","0","5000","0.0","120000.0","1","subscription","2024-12-31",NULL,NULL,"4","Seger pol!",NULL,NULL,NULL
"O0558","C386","2025-03-16","Gym","TropicalCleanse","1","40000","0","FreeOngkir","1","15000","0.0","40000.0","1","discount","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0559","C055","2025-03-01","GoFood","BerryBoost","1","40000","0","-","1","15000","0.0","40000.0","0","discount","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0560","C111","2025-01-03","Website","TropicalCleanse","2","70000","1","Diskon20%","1","15000","14000.0","56000.0","0","none","2024-11-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0561","C497","2025-03-18","GoFood","BerryBoost","1","45000","1","Diskon20%","1","5000","9000.0","36000.0","0","discount","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0562","C254","2025-03-09","Website","GreenJuice","2","90000","0","Diskon10%","0","15000","9000.0","81000.0","0","none","2024-11-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0563","C242","2025-03-06","Website","BerryBoost","3","120000","0","-","1","5000","0.0","120000.0","0","none","2024-11-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0564","C569","2025-02-05","Website","GreenJuice","2","90000","0","-","0","10000","0.0","90000.0","0","discount","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0565","C428","2025-01-31","GoFood","GreenJuice","2","90000","0","Diskon20%","0","10000","18000.0","72000.0","1","discount","2024-11-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0566","C595","2025-03-11","GoFood","BerryBoost","1","40000","0","-","1","20000","0.0","40000.0","1","none","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0567","C149","2025-03-25","Gym","BerryBoost","2","70000","0","FreeTrial","0","15000","0.0","70000.0","1","discount","2024-12-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0568","C150","2025-01-04","GrabFood","GreenJuice","2","80000","0","FreeTrial","1","15000","0.0","80000.0","1","discount","2024-11-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0569","C156","2025-01-25","Website","BerryBoost","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","1","none","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0570","C237","2025-03-29","Website","BerryBoost","3","120000","0","-","0","15000","0.0","120000.0","1","none","2024-11-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0571","C189","2025-02-19","GoFood","BerryBoost","1","35000","0","Diskon10%","1","15000","3500.0","31500.0","0","discount","2024-12-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0572","C423","2025-01-29","GrabFood","BerryBoost","1","35000","0","FreeTrial","0","20000","0.0","35000.0","0","subscription","2024-12-14",NULL,NULL,"4","Terlambat datang",NULL,NULL,NULL
"O0573","C333","2025-02-28","GrabFood","GreenJuice","2","70000","0","-","1","20000","0.0","70000.0","0","discount","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0574","C627","2025-03-15","GoFood","TropicalCleanse","3","135000","0","Diskon20%","0","5000","27000.0","108000.0","0","discount","2024-12-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0575","C252","2025-03-08","GoFood","TropicalCleanse","1","45000","0","-","1","10000","0.0","45000.0","0","discount","2024-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0576","C299","2025-02-26","Website","GreenJuice","2","80000","0","FreeOngkir","1","10000","0.0","80000.0","0","subscription","2024-11-04",NULL,NULL,"3","Rekomended!",NULL,NULL,NULL
"O0577","C475","2025-03-24","GoFood","TropicalCleanse","3","105000","0","Diskon20%","1","10000","21000.0","84000.0","0","discount","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0578","C403","2025-02-22","Website","BerryBoost","1","40000","0","-","0","20000","0.0","40000.0","0","discount","2024-11-05","CMP0036",NULL,NULL,NULL,NULL,NULL,NULL
"O0579","C093","2025-02-02","Website","TropicalCleanse","3","105000","0","FreeOngkir","0","20000","0.0","105000.0","0","subscription","2024-12-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0580","C650","2025-02-16","Website","TropicalCleanse","2","90000","0","Diskon20%","1","20000","18000.0","72000.0","1","subscription","2024-12-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0581","C564","2025-02-18","Website","BerryBoost","2","90000","0","-","0","10000","0.0","90000.0","1","none","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0582","C184","2025-01-07","GoFood","GreenJuice","3","120000","0","FreeOngkir","1","10000","0.0","120000.0","0","none","2024-11-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0583","C004","2025-03-21","GrabFood","BerryBoost","2","80000","0","Diskon20%","0","20000","16000.0","64000.0","0","none","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
